Organization Name,Industries,Food and Restaurant Dummy,High Tech Dummy,Headquarters Regions,Founded Date,Founded Year,Founders,Number of Investors,Patents Granted,Trademarks Registered,Total Funding Amount,Number of Funding Rounds,Closed Dummy,Number of Events,Number of Articles,Diversity Spotlight Dummy,Page Views / Visit,Announced Date,Headquarters Location,Close Date,Organization Name.1,America Dummy,Asia Dummy,Middle East Dummy,Financing for entrepreneurs,Governmental support and policies,Taxes and bureaucracy,Governmental programs,Basic school entrepreneurial education and training,Post school entrepreneurial education and training,R&D transfer,Commercial and professional infrastructure,Internal market dynamics,Internal market openness,Physical and services infrastructure,Cultural and social norms,Founders_Cleaned,Repeat_Founder
Esgyn,"Analytics, Big Data, Business Intelligence, Database, Enterprise Software, Transaction Processing",0,1,"San Francisco Bay Area, Silicon Valley, West Coast",7/10/2015 0:00,2015,"Anoop Sharma, Hong Ding, Ken Holt, Rohit Jain, Weichong Li",1,0,0,53993724,4,1,6,1,0,2.24,—,"Milpitas, California, United States",7/10/2023 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Anoop Sharma', 'Hong Ding', 'Ken Holt', 'Rohit Jain', 'Weichong Li']",0
Eksagon Group Ltd,"Advanced Materials, Clean Energy, Nanotechnology",0,0,"Europe, Middle East, and Africa (EMEA)",5/18/2015 0:00,2015,Antonios Oikonomou,2,0,0,"£391,158",3,1,0,1,0,—,—,"Manchester, Manchester, United Kingdom",8/30/2022 0:00,United Kingdom,0,0,0,3.82,4.67,4.23,4.52,4.02,5.18,4.22,5.07,5.1,4.7,5.98,5.43,['Antonios Oikonomou'],0
Young Makers,"Education, STEM Education, Training",0,1,Asia-Pacific (APAC),5/19/2015 0:00,2015,—,1,0,0,"CN¥3,500,000",1,1,0,1,0,—,—,"Beijing, Beijing, China",7/1/2019 0:00,China,0,1,0,3.6,5.92,4.47,4.38,2.73,5.08,4.12,4.38,7.25,4.23,6.93,4.97,[],0
HiredWell,"CRM, Human Resources, Information Technology, Internet, Small and Medium Businesses, Software",0,1,Great Lakes,6/1/2015 0:00,2015,"Arif Bhanji, Samir Remtulla",1,0,0,"CA$5,000",1,1,0,0,0,—,—,"Toronto, Ontario, Canada",8/26/2016 0:00,Canada,0,0,0,3.63,4.7,5.27,5,4.18,5.32,4.3,6.32,3.77,4.95,6.9,5.87,"['Arif Bhanji', 'Samir Remtulla']",0
Breakaway Labs,"Health Care, Mobile, Personal Health",0,1,"San Francisco Bay Area, Silicon Valley, West Coast",6/1/2015 0:00,2015,"Eran Arbel, Ross Bayer",3,0,0,1400000,2,1,0,0,0,—,—,"Los Altos, California, United States",7/6/2018 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Eran Arbel', 'Ross Bayer']",0
Prattler,"Recreation, Sports, Video",0,0,"Greater New York Area, East Coast, Northeastern US",6/1/2015 0:00,2015,"Alexander Fylypenko, Denis Lagoda, Roman Ziablov",1,0,0,35000,1,1,0,0,0,—,—,"New York, New York, United States",9/1/2018 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Alexander Fylypenko', 'Denis Lagoda', 'Roman Ziablov']",0
Doglar,Mobile Apps,0,0,"San Francisco Bay Area, West Coast, Western US",6/1/2015 0:00,2015,"Bilyana Slaveykova, Boris Kolev, Nikolay Angelov",1,0,0,25000,1,1,0,0,0,—,—,"San Francisco, California, United States",12/1/2018 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Bilyana Slaveykova', 'Boris Kolev', 'Nikolay Angelov']",0
Mapfit,"Apps, Geospatial, GPS, Location Based Services, Mapping Services, Mobile, Navigation",0,0,"Greater New York Area, East Coast, Northeastern US",6/1/2015 0:00,2015,"Emily Wrobel, Phillip Zakas, Yonis Benitez",8,0,0,6100000,3,1,1,3,1,1,—,"New York, New York, United States",2/1/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Emily Wrobel', 'Phillip Zakas', 'Yonis Benitez']",0
91 Lianche,"Professional Services, Service Industry, Training",0,1,Asia-Pacific (APAC),6/1/2015 0:00,2015,Zhi Fang,4,0,0,"CN¥20,000,000",1,1,0,0,0,—,—,"Shenzhen, Guangdong, China",4/27/2021 0:00,China,0,1,0,3.6,5.92,4.47,4.38,2.73,5.08,4.12,4.38,7.25,4.23,6.93,4.97,['Zhi Fang'],0
Metigy,"Artificial Intelligence (AI), Machine Learning, Marketing, Social Media Marketing, Software",0,1,"Asia-Pacific (APAC), Australasia",6/1/2015 0:00,2015,"David Fairfull, David Watson, Gregory Brine, Jean Pierre Van Der Berg, Johnson Lin",7,0,0,18639031,5,1,0,29,0,1,—,"North Sydney, New South Wales, Australia",8/28/2022 0:00,Australia,0,0,0,3.17,3.73,4.2,4.22,3.72,4.22,3.68,5.1,4.83,4.68,6.4,4.77,"['David Fairfull', 'David Watson', 'Gregory Brine', 'Jean Pierre Van Der Berg', 'Johnson Lin']",0
Brilliant,"Consumer Electronics, Digital Media, Home Improvement, Smart Home",0,1,"San Francisco Bay Area, Silicon Valley, West Coast",6/1/2015 0:00,2015,"Aaron Emigh, Jeremy Hiatt, Steven Stanek",15,6,2,64000000,5,1,3,57,0,6.23,—,"San Mateo, California, United States",5/17/2024 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Aaron Emigh', 'Jeremy Hiatt', 'Steven Stanek']",0
"Westpark Holdings, LLC",—,0,0,Southern US,6/1/2015 0:00,2015,—,1,0,0,5000000,1,1,0,0,0,—,—,"New Orleans, Louisiana, United States",2025,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,[],0
Parachute Coffee,"E-Commerce, Fashion, Food and Beverage",1,0,Great Lakes,6/1/2015 0:00,2015,"Jake Van Buskirk, Michael Potters, Yehia Elkhouly",2,0,2,"CA$650,000",1,1,0,0,0,1.16,—,"Toronto, Ontario, Canada",2/3/2025 0:00,Canada,0,0,0,3.63,4.7,5.27,5,4.18,5.32,4.3,6.32,3.77,4.95,6.9,5.87,"['Jake Van Buskirk', 'Michael Potters', 'Yehia Elkhouly']",0
Zya,"Artificial Intelligence (AI), Audio, Digital Entertainment, Mobile Apps, Music, Social Network",0,1,"Greater Los Angeles Area, West Coast, Western US",6/9/2015 0:00,2015,Matt Serletic,3,0,0,837378,2,1,0,2,0,—,—,"Calabasas, California, United States",12/1/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Matt Serletic'],0
Enian,"Big Data, Energy, Renewable Energy, Software",0,1,"Europe, Middle East, and Africa (EMEA)",6/15/2015 0:00,2015,"Phillip Bruner, Varun Sharma",2,0,2,1776795,3,1,0,1,0,—,—,"London, England, United Kingdom",3/28/2023 0:00,United Kingdom,0,0,0,3.82,4.67,4.23,4.52,4.02,5.18,4.22,5.07,5.1,4.7,5.98,5.43,"['Phillip Bruner', 'Varun Sharma']",0
"Evaline, Inc.","Charging Infrastructure, Electric Vehicle, Event Management, Scheduling, Web Apps",0,1,"San Francisco Bay Area, West Coast, Western US",6/16/2015 0:00,2015,"Craig Ritchie, Jethro Naude",1,0,0,125000,2,1,0,0,0,—,—,"Santa Cruz, California, United States",1/30/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Craig Ritchie', 'Jethro Naude']",0
BenRevo,"Health Care, Insurance, Sales Automation",0,1,"Greater San Diego Area, West Coast, Western US",6/16/2015 0:00,2015,"Jimson Tharayil, Ojas Sitapara",12,0,0,2375000,4,1,1,0,0,—,—,"San Diego, California, United States",12/7/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Jimson Tharayil', 'Ojas Sitapara']",0
RaftUp,"Boating, Internet of Things, Mobile, Mobile Apps, Public Safety, Recreation, SaaS, Social Network, Software, Web Apps",0,1,Southern US,6/16/2015 0:00,2015,Corey Boelkens,1,0,1,1000000,2,1,0,0,0,—,—,"Little Rock, Arkansas, United States",2021,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Corey Boelkens'],0
Phyzseek: The Fitness App That Motivates You to Transform Your Body,"Apps, Fitness",0,0,"Greater Miami Area, East Coast, Southern US",6/25/2015 0:00,2015,"Chad LaBonte, Eric Ende",1,0,0,370000,2,1,0,1,0,—,—,"Palm Beach Gardens, Florida, United States",6/25/2015 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Chad LaBonte', 'Eric Ende']",0
Sure,"Consulting, Food and Beverage, Information Technology, Leisure, Messaging, Tourism, Travel",1,0,"Europe, Middle East, and Africa (EMEA)",7/1/2015 0:00,2015,"Alexandra Neczliova, Juraj Pal, Sebastian Krumhausen, Suzanne van Nes",1,0,0,"£20,000",1,1,0,3,0,3,—,"London, England, United Kingdom",10/12/2017 0:00,United Kingdom,0,0,0,3.82,4.67,4.23,4.52,4.02,5.18,4.22,5.07,5.1,4.7,5.98,5.43,"['Alexandra Neczliova', 'Juraj Pal', 'Sebastian Krumhausen', 'Suzanne van Nes']",0
Bandy,"Apps, E-Commerce, Internet, Lifestyle, Marketplace, Mobile Apps, Shopping",0,1,"Dallas/Fort Worth Metroplex, Southern US",7/1/2015 0:00,2015,—,1,0,0,100000,1,1,0,0,0,—,—,"Garland, Texas, United States",2018,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,[],0
Slyce,"Marketing, Marketing Automation, Mobile",0,1,"San Francisco Bay Area, Silicon Valley, West Coast",7/1/2015 0:00,2015,"Bryant Barr, Jason Mayden, Jim Cai, Stephen Curry",12,0,0,2350000,3,1,0,12,0,5.06,—,"Palo Alto, California, United States",7/2/2018 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Bryant Barr', 'Jason Mayden', 'Jim Cai', 'Stephen Curry']",1
iRecruit Australia PTY LTD,"Artificial Intelligence (AI), Big Data, Machine Learning, Predictive Analytics, Recruiting",0,1,"Asia-Pacific (APAC), Australasia",7/1/2015 0:00,2015,"Aleksandar Svetski, Todd Pierce",3,0,0,623246,2,1,0,0,0,—,—,"Brisbane, Queensland, Australia",11/6/2018 0:00,Australia,0,0,0,3.17,3.73,4.2,4.22,3.72,4.22,3.68,5.1,4.83,4.68,6.4,4.77,"['Aleksandar Svetski', 'Todd Pierce']",0
FundPaaS,"Finance, Financial Services, FinTech, Venture Capital",0,1,"San Francisco Bay Area, West Coast, Western US",7/1/2015 0:00,2015,"Amilcar Chavarria, Brian Castro, Jim Zucker",1,0,1,400000,3,1,0,0,0,—,—,"San Francisco, California, United States",4/2/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Amilcar Chavarria', 'Brian Castro', 'Jim Zucker']",0
OneUni,"Education, Knowledge Management, Mobile Devices, Training",0,1,"San Francisco Bay Area, West Coast, Western US",7/1/2015 0:00,2015,"Gene Wade, Jennifer Henry, Miles Lasater, Sean Ryan, Susan Morrow",2,0,0,3500000,1,1,0,1,1,—,—,"Oakland, California, United States",7/23/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Gene Wade', 'Jennifer Henry', 'Miles Lasater', 'Sean Ryan', 'Susan Morrow']",0
QuBowl,"Analytics, Education, SaaS",0,1,Southern US,7/1/2015 0:00,2015,"Blake Puryear, John James, Will Gilbrech",1,0,0,100000,1,1,0,2,0,—,—,"Fayetteville, Arkansas, United States",2020,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Blake Puryear', 'John James', 'Will Gilbrech']",1
ingage.ai,"Artificial Intelligence (AI), Enterprise Software, Machine Learning",0,1,"Dallas/Fort Worth Metroplex, Southern US",7/1/2015 0:00,2015,"Pulin Patel, Rashad Ali",1,0,0,1000000,1,1,3,1,0,—,—,"Frisco, Texas, United States",2021,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Pulin Patel', 'Rashad Ali']",0
CatchEye,"Consumer Software, Information Technology, Internet, Software, Telecommunications, Video, Video Chat, Video Conferencing",0,1,"Europe, Middle East, and Africa (EMEA)",7/1/2015 0:00,2015,"Claudia Plüss, Craig Gotsman, Jan Rüegg, Markus Gross",2,1,0,"CHF180,000",3,1,0,2,0,—,—,"Zürich, Zurich, Switzerland",4/23/2021 0:00,Switzerland,0,0,0,4.68,5.73,5.82,5.98,4.93,6.18,6.22,6.2,4.5,5.63,7.72,5.87,"['Claudia Plüss', 'Craig Gotsman', 'Jan Rüegg', 'Markus Gross']",0
Grakn Labs,"Artificial Intelligence (AI), Database, Developer Platform, Infrastructure, Software",0,1,"Europe, Middle East, and Africa (EMEA)",7/1/2015 0:00,2015,Haikal Pribadi,4,0,9,"£10,300,000",3,1,2,6,0,—,—,"London, England, United Kingdom",6/30/2021 0:00,United Kingdom,0,0,0,3.82,4.67,4.23,4.52,4.02,5.18,4.22,5.07,5.1,4.7,5.98,5.43,['Haikal Pribadi'],0
Revolution Gelato,"Consumer Goods, Food and Beverage, Organic Food",1,0,"Greater Atlanta Area, East Coast, Southern US",7/1/2015 0:00,2015,Jared Olkin,1,0,1,878726,3,1,1,0,0,—,—,"Atlanta, Georgia, United States",9/8/2023 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Jared Olkin'],0
BAREFOOT,"Information Services, Information Technology, Software",0,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)",7/1/2015 0:00,2015,"Augustin van Rijckevorsel, Jean-Christophe Conticello",1,0,0,1500000,2,1,0,2,0,—,—,"Ixelles, Brussels Hoofdstedelijk Gewest, Belgium",5/14/2024 0:00,Belgium,0,0,0,3.05,6.6,3.25,4.77,3.25,5.4,4.57,6.27,4.85,5.15,6.47,4.17,"['Augustin van Rijckevorsel', 'Jean-Christophe Conticello']",0
GamePlan Learning,"Corporate Training, EdTech, Recruiting, Skill Assessment, Social Recruiting",0,1,"Europe, Middle East, and Africa (EMEA)",7/2/2015 0:00,2015,"Gene Eidelman, Praveen Garimela",1,0,0,"£231,000",1,1,1,1,0,—,—,"London, England, United Kingdom",11/21/2017 0:00,United Kingdom,0,0,0,3.82,4.67,4.23,4.52,4.02,5.18,4.22,5.07,5.1,4.7,5.98,5.43,"['Gene Eidelman', 'Praveen Garimela']",0
Cureinstant,"Health Care, Internet",0,1,Asia-Pacific (APAC),7/7/2015 0:00,2015,Hamraj Kumar,1,0,0,"₹10,000,000",1,1,0,0,0,—,—,"Noida, Uttar Pradesh, India",10/1/2017 0:00,India,0,1,0,4,5.52,4.03,4.53,4.12,5.12,4.3,4.95,5.63,4.77,6.08,5.45,['Hamraj Kumar'],0
perFIcT Fitness LLC,"Apps, Education, Fitness, iOS, Mobile Apps, Software",0,1,"Greater Los Angeles Area, West Coast, Western US",7/15/2015 0:00,2015,Cory Faulkner,1,0,0,24660,1,1,0,2,0,—,—,"Los Angeles, California, United States",7/11/2018 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Cory Faulkner'],0
"Comixtoon, Inc.","Comics, Internet, Publishing",0,0,"West Coast, Western US",7/15/2015 0:00,2015,"Erwan Maigret, Jung Jin Song, Kevin Cho, MinHyung Lee",2,0,0,102500,2,1,0,0,1,—,—,"California City, California, United States",12/26/2018 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Erwan Maigret', 'Jung Jin Song', 'Kevin Cho', 'MinHyung Lee']",0
Fluid Education,"EdTech, Education, Higher Education, Scheduling, Software",0,1,"Asia-Pacific (APAC), Australasia",7/24/2015 0:00,2015,Giorgio Doueihi,4,0,0,"A$65,000",2,1,1,4,0,—,—,"Sydney, New South Wales, Australia",7/5/2017 0:00,Australia,0,0,0,3.17,3.73,4.2,4.22,3.72,4.22,3.68,5.1,4.83,4.68,6.4,4.77,['Giorgio Doueihi'],0
Yfret,"Computer, Marketing Automation, Personalization, Retail, Software",0,1,"Greater Philadelphia Area, East Coast, Southern US",7/27/2015 0:00,2015,"Sriram Venkatapathy, Tina Mani",1,0,0,55001,1,1,0,0,1,—,—,"Wilmington, Delaware, United States",11/1/2022 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Sriram Venkatapathy', 'Tina Mani']",0
FROTH - First Round on the House,"Apps, Events, Food Processing",1,0,"Greater New York Area, East Coast, Northeastern US",8/1/2015 0:00,2015,Catherine Cole,1,0,0,40000,1,1,0,0,1,—,—,"New York, New York, United States",2/1/2018 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,['Catherine Cole'],0
Kao!,"Catering, Food and Beverage, Online Portals",1,0,Asia-Pacific (APAC),8/1/2015 0:00,2015,—,1,0,0,"CN¥70,000,000",3,1,0,34,0,—,—,"Beijing, Beijing, China",6/1/2019 0:00,China,0,1,0,3.6,5.92,4.47,4.38,2.73,5.08,4.12,4.38,7.25,4.23,6.93,4.97,[],0
Olpays,"Credit Cards, E-Commerce, Financial Services, FinTech, Payments, Sharing Economy, Transaction Processing",0,1,"Europe, Middle East, and Africa (EMEA)",8/1/2015 0:00,2015,"Adriel Araujo, Germán Gimenez, Tom Clementson",2,0,0,950000,3,1,0,9,0,1,—,"London, England, United Kingdom",1/21/2020 0:00,United Kingdom,0,0,0,3.82,4.67,4.23,4.52,4.02,5.18,4.22,5.07,5.1,4.7,5.98,5.43,"['Adriel Araujo', 'Germán Gimenez', 'Tom Clementson']",0
ShopX,"B2B, E-Commerce, Internet",0,0,Asia-Pacific (APAC),8/1/2015 0:00,2015,"Amit Sharma, Apoorva Jois",5,0,0,56417592,4,1,0,12,0,1,—,"Bengaluru, Karnataka, India",8/22/2022 0:00,India,0,1,0,4,5.52,4.03,4.53,4.12,5.12,4.3,4.95,5.63,4.77,6.08,5.45,"['Amit Sharma', 'Apoorva Jois']",0
Vemo Education,"Education, Financial Services, FinTech, Higher Education",0,1,"Washington DC Metro Area, East Coast, Southern US",8/1/2015 0:00,2015,"Bill Brosseau, Jeff Weinstein, Renée Mang, Tonio DeSorrento",14,0,1,34000000,5,1,0,59,1,—,—,"Arlington, Virginia, United States",2/28/2023 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Bill Brosseau', 'Jeff Weinstein', 'Renée Mang', 'Tonio DeSorrento']",0
DayTwo,"Health Care, Nutrition, Personal Health, Wellness",0,1,"San Francisco Bay Area, West Coast, Western US",8/1/2015 0:00,2015,"Eran Elinav, Eran Segal, Lihi Segal, Marius Nacht, Yuval Ofek",18,0,0,90414821,6,1,0,29,1,1.61,—,"Walnut Creek, California, United States",8/13/2024 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Eran Elinav', 'Eran Segal', 'Lihi Segal', 'Marius Nacht', 'Yuval Ofek']",0
Virgo,"Apps, Consumer Lending, Local",0,0,"Greater New York Area, East Coast, Northeastern US",8/8/2015 0:00,2015,"Andrew Hong, Matthew Thanos",1,0,0,470000,3,1,0,11,0,—,—,"New York, New York, United States",12/1/2016 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Andrew Hong', 'Matthew Thanos']",0
Level Family Therapy,"Health Care, Psychology, Wellness",0,1,"San Francisco Bay Area, West Coast, Western US",8/9/2015 0:00,2015,"Coley Williams, Dan Miller",5,0,0,649789,3,1,0,0,1,—,—,"San Francisco, California, United States",9/4/2018 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Coley Williams', 'Dan Miller']",1
Tracebird,"Android, Apps, Automotive",0,0,Asia-Pacific (APAC),8/11/2015 0:00,2015,Tiger Guan,1,0,1,"CN¥3,000,000",1,1,0,0,0,—,—,"Guangzhou, Guangdong, China",9/14/2018 0:00,China,0,1,0,3.6,5.92,4.47,4.38,2.73,5.08,4.12,4.38,7.25,4.23,6.93,4.97,['Tiger Guan'],0
"Daplie, Inc.","Cloud Computing, Cloud Infrastructure, Cloud Security, Cloud Storage, Hardware, Internet of Things, Private Cloud",0,1,Western US,8/12/2015 0:00,2015,"Alvin ONeal, Brian Bourgerie, Bryson Hill",1,0,0,1190188,3,1,4,5,0,1,—,"Provo, Utah, United States",2020,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Alvin ONeal', 'Brian Bourgerie', 'Bryson Hill']",0
ESCALA EDUCACION,"Education, Finance, Financial Services",0,0,Latin America,8/15/2015 0:00,2015,"Andrea Echavarria Mazuera, Jonathan Duarte, Juliana Uribe Villegas",5,0,0,825000,3,1,0,0,0,—,—,"Medellín, Antioquia, Colombia",12/31/2019 0:00,Colombia,0,0,0,4.88,3.85,3.5,4.37,2.95,5.35,3.43,4.15,4.03,4.17,6.05,5.2,"['Andrea Echavarria Mazuera', 'Jonathan Duarte', 'Juliana Uribe Villegas']",0
Arctic Robotics,—,0,0,"European Union (EU), Nordic Countries, Scandinavia",8/15/2015 0:00,2015,"Jari Mikkonen, Niko Oksanen, Pauli Isoaho",1,1,0,700000,2,1,2,0,0,—,—,"Vantaa, Southern Finland, Finland",1/21/2022 0:00,Finland,0,0,0,4.9,5.33,4.88,4.6,3.8,4.25,3.97,5.7,5.47,4.67,7.42,4.48,"['Jari Mikkonen', 'Niko Oksanen', 'Pauli Isoaho']",0
SideDoor,"Lead Generation, Marketplace, Real Estate, Subscription Service",0,1,"Greater Denver Area, Western US",8/18/2015 0:00,2015,"Chris Hardy, Shelley Janes",1,0,0,120000,1,1,0,2,1,—,—,"Boulder, Colorado, United States",1/1/2018 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Chris Hardy', 'Shelley Janes']",0
Msupply.com,"B2B, Building Material, E-Commerce, E-Commerce Platforms, Information Technology, Procurement, Retail Technology, Supply Chain Management",0,1,Asia-Pacific (APAC),8/21/2015 0:00,2015,"Ishwar Subramanian, Tgc Prasad",2,0,0,13000000,2,1,0,1,0,3.72,—,"Bangalore, Karnataka, India",3/1/2019 0:00,India,0,1,0,4,5.52,4.03,4.53,4.12,5.12,4.3,4.95,5.63,4.77,6.08,5.45,"['Ishwar Subramanian', 'Tgc Prasad']",0
MoneyComb,"Apps, Financial Services, FinTech, Wellness",0,1,"Research Triangle, East Coast, Southern US",8/21/2015 0:00,2015,"Catherina deMontjoye, Glenn Schleicher, Mel Mattison",1,0,2,60000,1,1,0,0,1,—,—,"Durham, North Carolina, United States",6/24/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Catherina deMontjoye', 'Glenn Schleicher', 'Mel Mattison']",0
Qikpix,"Mobile Apps, Photography",0,0,"Great Lakes, Midwestern US",8/24/2015 0:00,2015,"Jarek Hamilton, Katie Hamilton",1,0,0,75000,1,1,1,5,1,—,—,"Bloomington, Illinois, United States",2/8/2019 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Jarek Hamilton', 'Katie Hamilton']",0
Finuvo,"Manufacturing, Product Design",0,0,Great Lakes,9/1/2015 0:00,2015,—,1,0,0,"CA$5,000",1,1,0,0,0,—,—,"Ottawa, Ontario, Canada",7/22/2017 0:00,Canada,0,0,0,3.63,4.7,5.27,5,4.18,5.32,4.3,6.32,3.77,4.95,6.9,5.87,[],0
Hive,"Content Discovery, Music",0,0,Southern US,9/1/2015 0:00,2015,"Andrew Savitz, Erik Zamudio, Patrick Henke",1,0,0,20000,1,1,1,6,0,—,—,"Covington, Kentucky, United States",10/9/2017 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Andrew Savitz', 'Erik Zamudio', 'Patrick Henke']",0
Imzy,"Communities, Mobile Apps, Social, Social Network",0,0,Western US,9/1/2015 0:00,2015,"Alexandr Marinenko, Dan McComas, Jaleh Afshar, Jessica Moreno, Joshua Fraser, Kaela Worthen, Kaela Worthen Gardner",3,0,0,11000000,2,1,0,10,1,1,—,"Salt Lake City, Utah, United States",11/27/2017 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Alexandr Marinenko', 'Dan McComas', 'Jaleh Afshar', 'Jessica Moreno', 'Joshua Fraser', 'Kaela Worthen', 'Kaela Worthen Gardner']",0
Guggy,"Internet, Media and Entertainment, Messaging",0,1,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",9/1/2015 0:00,2015,"Rotem Yakir, Shahar Yakir",2,0,0,1842770,3,1,1,1,0,—,—,"Tel Aviv-yafo, Tel Aviv, Israel",2018,Israel,0,0,1,5.37,3.68,2.8,4,3.05,4.32,4.5,5.55,4,3.57,6.37,7.33,"['Rotem Yakir', 'Shahar Yakir']",0
Gamejoule,"Card and Board Games, Consumer, E-Commerce",0,1,Southern US,9/1/2015 0:00,2015,"Amanda Grossmann, Matt Grossmann",1,0,0,30000,2,1,1,0,1,—,—,"Covington, Kentucky, United States",10/16/2018 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Amanda Grossmann', 'Matt Grossmann']",0
Skycision,"Agriculture, Analytics, Artificial Intelligence (AI), Big Data, Machine Learning, SaaS",0,1,"Great Lakes, Northeastern US",9/1/2015 0:00,2015,"Alec Assaad, Brendan Carroll",6,0,1,1500000,6,1,1,5,0,—,—,"Pittsburgh, Pennsylvania, United States",2/1/2020 0:00,United States,1,0,0,5.42,4.37,4.68,4.12,3.58,4.5,4.23,5.37,5.65,4.42,6.97,6.7,"['Alec Assaad', 'Brendan Carroll']",0
Eventerprise,"Cloud Data Services, E-Commerce Platforms, Event Management, Events, Marketplace, Subscription Service",0,1,"Europe, Middle East, and Africa (EMEA)",9/1/2015 0:00,2015,"Birgit Thümecke, Charlie Wright, Götz Thümecke",17,0,1,2301000,3,1,1,44,0,—,—,"Zürich, Zurich, Switzerland",11/24/2020 0:00,Switzerland,0,0,0,4.68,5.73,5.82,5.98,4.93,6.18,6.22,6.2,4.5,5.63,7.72,5.87,"['Birgit Thümecke', 'Charlie Wright', 'Götz Thümecke']",0
